Sl_No,Restaurant_Name,Restaurant_Number,Restaurant_Address,City,State,ZipCode,TripAdvisor_Rating,TripAdvisor_Rating_Count,Foursquare_Rating
498,Tsujita LA Artisan Noodle,(310) 231-7373,2057 Sawtelle Blvd,Los Angeles,CA,90025,4.0,175,8.61
499,Koraku,(213) 687-4972,314 E 2nd St,Los Angeles,CA,90012,4.0,43,7.51
500,Simbal Restaurant,(213) 626-0244,319 E 2nd St,Los Angeles,CA,90012,NA,NA,NA
501,Zencu Sushi & Grill,(213) 687-7780,319 E 2nd St Ste 206,Los Angeles,CA,90012,4.0,22,7.83
502,Mitsuru Cafe,(213) 613-1028,117 Japanese Village Plaza Mall,Los Angeles,CA,90012,4.0,34,7.82
503,Korean Kitchen Hibachi Barbeque,(213) 680-1039,135 Japanese Village Plaza Mall,Los Angeles,CA,90012,4.5,18,6.05
504,Orsa & Winston,(213) 687-0300,122 W 4th St,Los Angeles,CA,90013,4.5,58,8.12
505,The Bunker Hill Bar & Grill,(213) 688-2988,601 E 5th St,Los Angeles,CA,90013,NA,NA,NA
506,McCormick & Schmick's,(213) 629-1929,633 W 5th St,Los Angeles,CA,90071,NA,NA,NA
507,Drago Centro,(213) 228-8998,525 S Flower St Ste 120,Los Angeles,CA,90071,4.0,287,NA
508,Octopus,(213) 402-1500,729 W 7th St,Los Angeles,CA,90017,NA,NA,NA
509,800 Degrees Neapolitan Pizzeria,(213) 542-3790,800 Wilshire Blvd,Los Angeles,CA,90017,NA,NA,NA
510,Tokyo Sakura & Noodles,(213) 613-1003,333 S Alameda St,Los Angeles,CA,90013,4.0,13,6.03
511,Faith & Flower,(213) 239-0642,705 W 9th St,Los Angeles,CA,90015,4.5,262,NA
512,Tong Sing Chinese Restaurant,(323) 266-0133,305 N Soto St,Los Angeles,CA,90033,NA,NA,NA
513,Mountain Cafe,(213) 487-7615,3064 W 8th St,Los Angeles,CA,90005,4.5,8,NA
514,Jims Drive In,(323) 264-0741,3200 E Olympic Blvd,Los Angeles,CA,90023,NA,NA,NA
515,Alimento,(323) 928-2888,1710 Silver Lake Blvd,Los Angeles,CA,90026,4.0,68,8.53
516,Island Pacific Market,(213) 384-3874,225 S Vermont Ave,Los Angeles,CA,90004,NA,NA,NA
517,Dan Sung Sa,(213) 487-9100,3317 W 6th St,Los Angeles,CA,90020,4.0,15,8.34
518,Kowloon Dimsum,(213) 386-1838,223 S Vermont Ave,Los Angeles,CA,90004,4.0,1,5.62
519,Teriyaki House,(213) 380-8878,3560 W 1st St,Los Angeles,CA,90004,NA,NA,NA
520,My Thai,(213) 738-8849,3407 W 6th St,Los Angeles,CA,90020,4.5,5,8.03
521,Escala,(213) 387-1113,3451 W 6th St,Los Angeles,CA,90020,3.5,25,7.25
522,Snow LA Shavery,(213) 382-1790,3470 W 6th St Ste 2B,Los Angeles,CA,90020,4.5,4,NA
523,Restaurants,(323) 998-0262,2820 S Vermont Ave,Los Angeles,CA,90007,NA,NA,NA
524,Numero Uno,(213) 386-6884,3432 Wilshire Blvd,Los Angeles,CA,90010,3.0,6,NA
525,Mu Dung San BBQ,(323) 737-9292,1040 S Western Ave,Los Angeles,CA,90006,NA,NA,NA
526,El Palomar,(323) 734-7131,1400 S Western Ave,Los Angeles,CA,90006,NA,NA,NA
527,The Bun Shop,(323) 468-1031,151 N Western Ave,Los Angeles,CA,90004,4.5,25,7.3
528,Gon Ji Am,(323) 469-4648,4653 Beverly Blvd,Los Angeles,CA,90004,NA,NA,7.77
529,Restaurante Puerto La Union,(323) 373-0429,3811 W Pico Blvd,Los Angeles,CA,90019,NA,NA,NA
530,En Sushi,(323) 664-1891,1972 Hillhurst Ave,Los Angeles,CA,90027,4.0,10,NA
531,Pa Ord Noodle,(323) 461-3945,5301 W Sunset Blvd,Los Angeles,CA,90027,4.5,73,8.41
532,China Wok,(323) 954-8486,1527 Crenshaw Blvd,Los Angeles,CA,90019,2.5,2,NA
533,Crispy Pork Gang,(323) 465-9796,5253 Hollywood Blvd,Los Angeles,CA,90027,3.5,9,5.75
534,Vim Thai Restaurant,(323) 464-2345,5784 Melrose Ave,Los Angeles,CA,90038,NA,NA,NA
535,OK Chinese Restaurant,(323) 259-2414,6320 N Figueroa St,Los Angeles,CA,90042,3.0,3,NA
536,La Poubelle,(323) 465-0807,5907 Franklin Ave,Los Angeles,CA,90028,3.5,70,7.77
537,Mi Tierra Restaurant,(323) 726-9152,5949 Whittier Blvd,Los Angeles,CA,90022,NA,NA,NA
538,Chowking,(323) 254-4689,2700 Colorado Blvd,Los Angeles,CA,90041,5.0,1,6.4
539,Rosa's Bella Cucina,(323) 201-2677,6230 Wilshire Blvd Ste A,Los Angeles,CA,90048,NA,NA,NA
540,Cooks County,(323) 653-8009,8009 Beverly Blvd,Los Angeles,CA,90048,NA,NA,NA
541,Vien Cafe,(323) 651-2888,6118 W Pico Blvd,Los Angeles,CA,90035,3.5,7,NA
542,North End Pizzeria,(310) 358-9400,8514 W 3rd St,Los Angeles,CA,90048,NA,NA,8.0
543,K & A Canton Restaurant,(310) 202-7209,9840 National Blvd,Los Angeles,CA,90034,3.0,2,5.61
544,Phorage,(310) 876-0910,3300 Overland Ave,Los Angeles,CA,90034,4.0,18,6.93
545,Chilli Thai,(310) 441-9443,10889 W Pico Blvd,Los Angeles,CA,90064,4.0,17,5.71
546,A La Carte Thai Bistro,(310) 390-9905,12404 W Washington Blvd,Los Angeles,CA,90066,4.5,10,6.71
547,Butcher's Dog,(310) 444-2929,11301 W Olympic Blvd,Los Angeles,CA,90064,3.5,7,6.55
548,Kimukatsu,(310) 477-1129,2121 Sawtelle Blvd,Los Angeles,CA,90025,4.0,16,NA
549,Literati Cafe,(310) 231-7484,12081 Wilshire Blvd,Los Angeles,CA,90025,4.0,61,7.41
550,Honey Pig,(213) 380-0256,3400 W 8th St,Los Angeles,CA,90005,4.0,34,8.17
551,China Bowl Express,(323) 296-1658,4134 Crenshaw Blvd,Los Angeles,CA,90008,NA,NA,NA
552,La Fonda,(213) 380-5055,2501 Wilshire Blvd,Los Angeles,CA,90057,4.0,9,NA
553,Talay Thai Restaurant,(310) 477-3189,11314 Santa Monica Blvd,Los Angeles,CA,90025,4.5,15,6.34
554,Tray Dtla,(213) 628-3059,100 S Main St,Los Angeles,CA,90012,NA,NA,NA
555,The Halal Guys,(213) 628-3072,510 W 7th St,Los Angeles,CA,90014,4.0,4,NA
556,Boardner's,(323) 462-9621,1652 N Cherokee Ave,Los Angeles,CA,90028,5.0,20,7.77
557,Sushi A Go Go,(323) 930-7874,6333 W 3rd St,Los Angeles,CA,90036,4.5,749,6.06
558,Vegan Glory,(323) 653-4900,8393 Beverly Blvd,Los Angeles,CA,90048,4.0,52,8.56
559,Dave & Buster's Los Angeles - Westchester,(310) 846-9950,6081 Center Dr,Los Angeles,CA,90045,3.5,55,7.01
560,Wok Inn Restaurant,(213) 613-0738,201 N Los Angeles St Ste 102,Los Angeles,CA,90012,NA,NA,NA
561,Ebisu Restaurants,(213) 613-1644,356 E 2nd St,Los Angeles,CA,90012,4.5,16,NA
562,Lawry's Carvery,(213) 222-2212,1011 S Figueroa St,Los Angeles,CA,90015,NA,NA,NA
563,Ok Chinese Restaurant,(323) 780-1961,2331 E 4th St,Los Angeles,CA,90033,NA,NA,NA
564,Five Star Chinese Food,(323) 276-1269,2706 N Broadway,Los Angeles,CA,90031,5.0,1,NA
565,Le Blanc Cafe,(323) 222-5705,2834 N Broadway,Los Angeles,CA,90031,NA,NA,NA
566,A-Won Japanese Restaurant,(213) 389-6764,913 S Vermont Ave,Los Angeles,CA,90006,4.0,14,7.69
567,Lamill Coffee,(323) 663-4441,1636 Silver Lake Blvd,Los Angeles,CA,90026,4.0,52,8.41
568,Sake House,(213) 389-4000,3465 W 6th St,Los Angeles,CA,90020,5.0,8,6.29
569,Byul Gobchang,(213) 739-0321,3819 W 6th St,Los Angeles,CA,90020,4.5,2,7.33
570,Yoshinoya,(213) 384-1557,4202 Beverly Blvd,Los Angeles,CA,90004,NA,NA,5.39
571,Sweetgreen,(323) 934-3404,8055 W 3rd St,Los Angeles,CA,90048,4.5,23,9.07
572,Spoke Bicycle Cafe,(323) 684-1130,3050 N Coolidge Ave,Los Angeles,CA,90039,5.0,12,NA
573,Bowery Bungalow,(323) 663-1500,4156 Santa Monica Blvd,Los Angeles,CA,90029,4.5,27,8.11
574,Versailles Restaurant,(310) 558-3168,10319 Venice Blvd,Los Angeles,CA,90034,4.0,169,NA
575,Papilles Bistro,(323) 871-2026,6221 Franklin Ave,Los Angeles,CA,90028,4.5,55,NA
576,La Abeja Restaurant,(323) 221-0474,3700 N Figueroa St,Los Angeles,CA,90065,5.0,11,NA
577,LA Rose Cafe,(323) 662-4024,4749 Fountain Ave,Los Angeles,CA,90029,4.5,53,7.91
578,Benny's Tacos & Chicken Rotisserie,(310) 670-8226,7101 W Manchester Ave,Los Angeles,CA,90045,4.0,46,8.49
579,Elf Cafe,(213) 484-6829,2135 W Sunset Blvd,Los Angeles,CA,90026,4.5,47,NA
580,Mexicali Taco & Co.,(213) 613-0416,702 N. Figueroa Street,Los Angeles,CA,90012,4.5,20,8.24
581,Stella Barra Pizzeria & Wine Bar,(323) 301-4001,6372 W Sunset Blvd,Los Angeles,CA,90028,4.5,48,8.38
582,Pizzanista!,(213) 627-1430,2019 E 7th St,Los Angeles,CA,90021,4.5,25,7.91
583,Cafe Brasil,(310) 391-1216,11736 W Washington Blvd,Los Angeles,CA,90066,4.5,47,8.51
584,Suehiro Cafe,(213) 626-9132,337 E 1st St,Los Angeles,CA,90012,4.0,64,7.8
585,Espresso Profeta,(310) 208-3375,1129 Glendon Ave,Los Angeles,CA,90024,4.5,25,8.45
586,Coffee Commissary,(323) 782-1465,801 N Fairfax Ave,Los Angeles,CA,90046,4.5,27,8.16
587,Sugarfish,(323) 320-4800,6115 W Sunset Blvd,Los Angeles,CA,90028,4.5,25,8.21
588,Flore Vegan Cuisine,(323) 953-0611,3818 W Sunset Blvd,Los Angeles,CA,90026,4.5,24,8.44
589,Cafe Demitasse,(213) 613-9300,135 S San Pedro St,Los Angeles,CA,90012,4.5,32,NA
590,Skylight Gardens,(310) 824-1818,1139 Glendon Ave,Los Angeles,CA,90024,4.0,116,7.26
591,A Votre Sante,(310) 451-1813,13016 San Vicente Blvd,Los Angeles,CA,90049,4.0,48,NA
592,Evo Kitchen,(323) 375-3390,7950 W Sunset Blvd Ste 104,Los Angeles,CA,90046,4.5,55,NA
593,Eduardo's Border Grill,(310) 475-2410,1830 Westwood Blvd,Los Angeles,CA,90025,4.5,17,7.53
594,HomeState,(323) 906-1122,4624 Hollywood Blvd,Los Angeles,CA,90027,4.5,50,9.03
595,Nature's Brew,(213) 741-9393,2316 S Union Ave,Los Angeles,CA,90007,5.0,17,8.11
596,Tacos Delta,(323) 664-2848,3806 W Sunset Blvd,Los Angeles,CA,90026,4.5,17,7.88
597,Shaky Alibi,(323) 938-5282,7401 Beverly Blvd,Los Angeles,CA,90036,4.5,23,7.43
598,Attari Sandwich Shop,(310) 441-5488,1388 Westwood Blvd,Los Angeles,CA,90024,4.5,32,NA
599,The Fat Dog,(323) 951-0030,801 N Fairfax Ave,Los Angeles,CA,90046,4.5,34,NA
600,Open Sesame,(323) 525-1698,7458 Beverly Blvd,Los Angeles,CA,90036,4.5,50,7.8
601,Hop Woo Barbeque Restaurant,(213) 617-3038,845 N Broadway,Los Angeles,CA,90012,3.5,54,6.16
602,Wolfgang Puck Bar & Grill,(213) 748-9700,800 W Olympic Blvd,Los Angeles,CA,90015,4.0,350,6.21
603,D's Original Take Out Grill,(323) 971-3663,7873 S Western Ave,Los Angeles,CA,90047,NA,NA,NA
604,En Sushi,(310) 477-1551,11651 Santa Monica Blvd,Los Angeles,CA,90025,3.5,31,7.68
605,Panda Hut,(213) 622-7799,404 S Figueroa St,Los Angeles,CA,90071,NA,NA,NA
606,New Moon,(213) 624-0186,102 W 9th St,Los Angeles,CA,90015,NA,NA,6.73
607,Bangkok palace,(213) 483-6913,343 Glendale Blvd,Los Angeles,CA,90026,NA,NA,NA
608,El Taurino,(213) 738-9197,1104 S Hoover St,Los Angeles,CA,90006,4.0,49,8.03
609,Vim Thai-Chinese Restaurant,(213) 386-2338,831 S Vermont Ave,Los Angeles,CA,90005,NA,NA,NA
610,Jin Hung Gak,(213) 386-4588,928 S Western Ave,Los Angeles,CA,90006,NA,NA,NA
611,Hong Kong Kitchen,(323) 222-2369,5088 Valley Blvd,Los Angeles,CA,90032,NA,NA,NA
612,China Express,(323) 663-1228,5070 W Sunset Blvd,Los Angeles,CA,90027,5.0,1,NA
613,Shanghai Diamond Garden,(310) 553-0998,9401 W Pico Blvd,Los Angeles,CA,90035,4.0,32,NA
614,Sholeh Restaurant,(310) 444-0045,11330 Santa Monica Blvd,Los Angeles,CA,90025,NA,NA,NA
615,800 Degrees Neapolitan Pizzeria,(310) 258-9536,380 World Way,Los Angeles,CA,90045,NA,NA,NA
616,Dickey's Barbecue Pit,(818) 527-2271,9035 Reseda Blvd,Los Angeles,CA,91324,NA,NA,NA
617,The Palm - L.A. Downtown,(213) 763-4600,1100 S Flower St,Los Angeles,CA,90015,4.5,256,8.41
618,Mastro's Ocean Club,(213) 204-6842,1200 S Figueroa St,Los Angeles,CA,90015,2.0,2,NA
619,Mama Shelter Los Angeles,(323) 785-6600,6500 Selma Ave,Los Angeles,CA,90028,4.0,828,9.03
620,Mike's Deli,(323) 298-5960,4859 W Slauson Ave,Los Angeles,CA,90056,4.5,16,9.06
621,Lenzini's Pizza,(310) 559-8241,3500 Overland Ave 120,Los Angeles,CA,90034,4.5,6,6.8
622,Lumière,(310) 424-3031,2025 Avenue Of The Stars,Los Angeles,CA,90067,4.0,4,NA
623,The Proud Bird Food Bazaar & Events Center,(310) 670-3093,11022 Aviation Blvd,Los Angeles,CA,90045,4.0,230,7.3
624,Baltaire Restaurant,(424) 273-1660,11647 San Vicente Blvd,Los Angeles,CA,90049,4.0,138,9.1
625,The Mighty,(213) 278-0025,108 W 2nd St Apt 105,Los Angeles,CA,90012,NA,NA,NA
626,Kasih,(213) 266-8156,200 S Los Angeles St Ste B,Los Angeles,CA,90012,4.5,14,NA
627,Jin China Bistro,(213) 620-1717,123 Astronaut E S Onizuka St,Los Angeles,CA,90012,3.0,1,NA
628,Kura Revolving Sushi Bar,(213) 290-9631,333 E 2nd St,Los Angeles,CA,90012,4.0,77,NA
629,Sari Sari Store,(323) 320-4020,317 S Broadway,Los Angeles,CA,90013,4.5,31,8.49
630,Oomasa,(213) 623-9048,100 Japanese Village Plaza Mall,Los Angeles,CA,90012,4.5,123,7.93
631,Spitz Little Tokyo,(213) 613-0101,371 E 2nd St,Los Angeles,CA,90012,NA,NA,8.28
632,Grand Cafe @ Omni Los Angeles,(213) 356-4155,251 S Olive St,Los Angeles,CA,90012,4.0,65,5.51
633,Buddy's,(213) 265-7022,363 S Broadway # CA,Los Angeles,CA,90013,4.0,1,NA
634,Johnny Rockets,(213) 687-8206,131 S Central Ave,Los Angeles,CA,90012,NA,NA,6.8
635,Mendocino Farms,(213) 620-1114,300 S Grand Ave,Los Angeles,CA,90071,4.5,87,8.33
636,Abernethy's,(213) 972-8088,220 N Hope St,Los Angeles,CA,90012,3.0,5,7.92
637,Mrs. Fish,(213) 873-4444,448 S Hill St,Los Angeles,CA,90013,4.5,30,7.93
638,Propaganda Wine Bar,(213) 947-3200,950 E 3rd Street  Los Angeles  90013,Los Angeles,CA,90013,NA,NA,NA
639,Okipoki,(213) 628-3378,507 S Spring St,Los Angeles,CA,90013,NA,NA,7.59
640,Au Lac,(213) 617-2533,710 W 1st St,Los Angeles,CA,90012,4.5,106,7.61
641,Pbj. La,(323) 879-3440,317 South Broadway  Grand Central Market,Los Angeles,CA,90013,4.0,9,6.88
642,Jose Chiquito Restaurant,(213) 680-3363,317 S Broadway  A-6,Los Angeles,CA,90013,4.0,5,NA
643,Dickey's Barbecue Pit,(213) 278-0131,541 S Spring St,Los Angeles,CA,90013,NA,NA,NA
644,Coco Fresh Tea & Juice,(213) 372-5532,521 S Olive St,Los Angeles,CA,90013,NA,NA,6.73
645,Palikao,(213) 265-7006,130 E 6th St,Los Angeles,CA,90014,5.0,1,NA
646,71Above Restaurant and Skylounge,(213) 712-2683,633 E 5th St,Los Angeles,CA,90013,4.0,245,NA
647,Inko Nito,(310) 999-0476,225-227 S Garey St,Los Angeles,CA,90012,4.5,23,6.74
648,Joe's Pizza,(213) 988-8848,613 S Spring St,Los Angeles,CA,90014,4.5,7,6.05
649,Veggie Grill,(213) 905-4500,523 W 6th St,Los Angeles,CA,90014,5.0,2,8.18
650,Lakeview Bistro,(213) 612-4897,404 S Figueroa St,Los Angeles,CA,90071,4.0,37,5.93
651,Lemonade,(213) 488-0299,505 S Flower St,Los Angeles,CA,90071,NA,NA,NA
652,East Garden,(213) 935-8300,750 N Hill St Ste F,Los Angeles,CA,90012,3.5,9,NA
653,Asian Box,(213) 265-7955,445 S Figueroa St,Los Angeles,CA,90071,3.5,6,NA
654,Per L’Ora,(213) 358-0000,649 S Olive St,Los Angeles,CA,90014,NA,NA,NA
655,K V V,(213) 623-7393,515 W 7th St,Los Angeles,CA,90014,5.0,7,NA
656,Civilization Coffee Plus Kitchen,(213) 988-7032,724 S Spring St  Corporation Food Hall,Los Angeles,CA,90014,5.0,4,NA
657,Steak-Out,(213) 266-8103,518 W 7th St,Los Angeles,CA,90014,4.0,8,NA
658,JINYA Ramen Bar - Downtown LA,(213) 628-3736,700 Wilshire Blvd Ste B,Los Angeles,CA,90017,4.0,9,7.98
659,Sweet Fin Poke,(213) 599-8050,735 W 7th St,Los Angeles,CA,90017,5.0,4,NA
660,Fisherman's Outlet,(213) 627-7231,529 S Central Ave,Los Angeles,CA,90013,4.5,48,7.82
661,Joey Dtla,(213) 372-5335,700 W 7th St Ste S430,Los Angeles,CA,90017,4.5,76,7.98
662,JOEY Restaurants,(213) 372-5335,700 W 7th St,Los Angeles,CA,90017,NA,NA,NA
663,Hatch,(213) 282-9070,700 W 7th St Ste G600,Los Angeles,CA,90017,4.5,17,6.93
664,Fundamental,(213) 935-8180,750 S Grand Ave Ste 30,Los Angeles,CA,90017,4.5,10,8.04
665,District,(213) 612-3185,711 S Hope St,Los Angeles,CA,90017,4.5,104,7.07
666,Poppy + Rose,(213) 995-7799,765 Wall St,Los Angeles,CA,90014,4.5,53,8.51
667,The Exchange Restaurant,(213) 395-9531,416 W 8th St,Los Angeles,CA,90014,4.0,48,7.78
668,Broken Shaker,(213) 612-0021,416 W 8th St,Los Angeles,CA,90014,4.0,29,7.99
669,Shibumi,(323) 484-8915,815 S Hill St,Los Angeles,CA,90014,4.0,20,8.63
670,La Boucherie,(213) 688-7777,900 Wilshire Blvd Fl 71,Los Angeles,CA,90017,4.0,64,6.49
671,Dekkadance,(213) 688-7777,900 Wilshire Blvd Fl 69,Los Angeles,CA,90017,4.0,53,6.17
672,Sora,(213) 688-7777,900 Wilshire Blvd 69th Fl,Los Angeles,CA,90017,4.0,25,NA
673,In A Bun - Broadway,(213) 223-2471,852 S Broadway  C,Los Angeles,CA,90014,NA,NA,NA
674,Krispy Rice - Broadway,(213) 223-2474,852 S Broadway Ste 100,Los Angeles,CA,90014,NA,NA,NA
675,Kumi,(213) 223-2471,852 S Broadway,Los Angeles,CA,90014,NA,NA,NA
676,Stonie Bowls,(213) 223-2475,852 S Broadway,Los Angeles,CA,90014,NA,NA,NA
677,Gill's Cuisine of India,(213) 623-1050,838 S Grand Ave,Los Angeles,CA,90017,NA,NA,NA
678,Shojin,(213) 617-0305,333 S Alameda St Ste 310,Los Angeles,CA,90013,4.5,113,7.95
679,Tsurumaru Udon Honpo,(213) 625-0441,301 S Alameda St,Los Angeles,CA,90013,4.0,2,7.42
680,The Stocking Frame DTLA. Italian Restaurant & Pizzeria,(213) 488-0373,911 S Hill St,Los Angeles,CA,90015,4.0,39,8.14
681,Best Girl,(213) 235-9660,927 S Broadway,Los Angeles,CA,90015,4.0,35,6.58
682,The Burrow,(213) 623-9904,821 S Flower St,Los Angeles,CA,90017,5.0,6,7.53
683,Fogo de Chao,(213) 228-4300,800 S Figueroa St,Los Angeles,CA,90017,NA,NA,NA
684,Brera Ristorante,(213) 553-8006,1331 E 6th St,Los Angeles,CA,90021,4.5,94,NA
685,Teriyaki Madness,(213) 265-7290,1120 W 6th St Unit 105,Los Angeles,CA,90017,5.0,2,NA
686,Shayan Express,(213) 623-7000,945 Wall St Ste 6,Los Angeles,CA,90015,5.0,4,NA
687,The Capital Grille,(213) 228-4730,700 W 9th St Ste B,Los Angeles,CA,90015,4.5,5,NA
688,Rooftop Bar At The Standard Biergarten,(213) 892-8080,813 S Flower St Located In Wayfarer Downtown La,Los Angeles,CA,90017,NA,NA,NA
689,Metropole Bar & Kitchen,(213) 232-8866,899 Francisco St,Los Angeles,CA,90017,4.5,15,7.71
690,Cafe Fig,(213) 660-3006,939 S Figueroa St Unit 300,Los Angeles,CA,90015,4.0,5,NA
691,Dama,(213) 741-0612,612 E 11th St,Los Angeles,CA,90015,4.5,26,9.17
692,Palm Restaurant,(213) 763-4600,1100 S Flower St,Los Angeles,CA,90015,NA,NA,NA
693,LOCALA Kitchen + Bar,(213) 632-1210,1256 W 7th St,Los Angeles,CA,90017,5.0,5,NA
694,Samurai Hibachi Grill,(323) 799-6339,1013 W Olympic Blv  Olympic / Georgia,Los Angeles,CA,90015,5.0,2,NA
695,Tsubaki,(213) 900-4900,1356 Allison Ave,Los Angeles,CA,90026,4.5,10,8.44
696,Ototo,(213) 784-7930,1360 Allison Ave,Los Angeles,CA,90026,NA,NA,8.37
697,Yard House,(213) 745-9273,800 West Olympic Boulevard A-115,Los Angeles,CA,90015,4.0,707,NA
698,Pho Family Restaurant,(323) 222-0112,1025 N State St,Los Angeles,CA,90033,NA,NA,NA
699,Maya's Restaurant,(323) 225-2163,200 N Avenue 19,Los Angeles,CA,90031,NA,NA,NA
700,Baby Blues BBQ,(213) 529-4062,1901 W Sunset Blvd,Los Angeles,CA,90026,3.5,4,6.42
701,Cinnaholic,(323) 844-3944,2134 W Sunset Blvd Ste E,Los Angeles,CA,90026,4.5,6,8.38
702,Sushito Teriyaki Grill,(323) 991-9399,2605 E Cesar E Chavez Ave,Los Angeles,CA,90033,NA,NA,NA
703,Milpa Grille,(323) 269-2995,2633 E Cesar E Chavez Ave,Los Angeles,CA,90033,5.0,1,NA
704,Aymara Peruvian Kitchen,(323) 605-6208,242 N Avenue 25,Los Angeles,CA,90031,NA,NA,NA
705,Happy Taco,(213) 384-1309,1309 S Hoover St,Los Angeles,CA,90006,5.0,1,8.02
706,Tirebiter Brewery,(213) 536-5916,2502 S Figueroa St,Los Angeles,CA,90007,NA,NA,NA
707,Central Kitchen at The Lorenzo,(213) 908-2400,325 W Adams Blvd,Los Angeles,CA,90007,5.0,4,7.28
708,Woon,(213) 674-7434,2920 W Temple St,Los Angeles,CA,90026,NA,NA,NA
709,Bacari W. Adams,(213) 459-1899,2308 S Union Ave,Los Angeles,CA,90007,4.5,31,NA
710,Drnk,(213) 625-1345,2595 S Hoover St,Los Angeles,CA,90007,5.0,1,NA
711,Buffalo Wild Wings,(213) 201-6570,3150 Wilshire Blvd Ste 100,Los Angeles,CA,90010,4.5,4,7.5
712,Kura Revolving Sushi Bar,(213) 674-7127,3150 Wilshire Blvd Ste 114,Los Angeles,CA,90010,NA,NA,NA
713,Mixt,(415) 296-8009,3100 W Sunset Blvd,Los Angeles,CA,90026,NA,NA,NA
714,Chef Kang,(213) 351-9963,401 S Vermont Ave Ste 1,Los Angeles,CA,90020,4.5,9,6.18
715,LA Tofu House,(213) 315-5750,401 S Vermont Ave Ste 3,Los Angeles,CA,90020,NA,NA,NA
716,King of New York Pizzeria Pub,(213) 389-3500,3281 Wilshire Blvd,Los Angeles,CA,90010,4.5,12,NA
717,Yakuza Sushi,(323) 741-8282,1700 Silver Lake Blvd,Los Angeles,CA,90026,4.5,5,7.78
718,Surawon,(213) 383-7317,2833 W Olympic Blvd,Los Angeles,CA,90006,4.5,6,8.57
719,Aloha Market,(323) 734-3117,2404 S Vermont Ave,Los Angeles,CA,90007,NA,NA,NA
720,Bird's Nest Cafe,(323) 641-7986,2403 S Vermont Ave,Los Angeles,CA,90007,4.5,14,7.97
721,Hop Li Seafood Restaurant 62713,(213) 680-3939,526 Alpine St,Los Angeles,CA,90012,4.0,31,8.46
722,La Serenata Gourmet,(310) 441-9667,10924 W Pico Blvd,Los Angeles,CA,90064,4.0,23,7.22
723,Ilobasqueno Restaurant,(323) 468-0119,5027 Melrose Ave,Los Angeles,CA,90038,5.0,4,NA
724,Chan Dara,(323) 467-1052,310 N Larchmont Blvd,Los Angeles,CA,90004,3.5,34,NA
725,Natalee Thai Restaurant,(310) 855-9380,998 S Robertson Blvd,Los Angeles,CA,90035,4.0,23,8.4
726,Wako Donkasu,(213) 387-9256,2904 W Olympic Blvd,Los Angeles,CA,90006,4.0,10,7.44
727,Guido's,(310) 820-6649,11980 Santa Monica Blvd,Los Angeles,CA,90025,4.0,32,7.61
728,Sor Tino,(310) 442-8466,908 S Barrington Ave,Los Angeles,CA,90049,4.0,39,7.73
729,The Cellar,(310) 277-1584,1880 Century Park E,Los Angeles,CA,90067,4.5,7,6.31
730,Louigi's Italian Kitchen,(310) 477-4500,1644 Sawtelle Blvd,Los Angeles,CA,90025,4.0,30,5.43
731,Sushi Ajito,(323) 466-2460,1302 N Highland Ave,Los Angeles,CA,90028,4.5,7,6.31
732,Ondal,(213) 382-8844,3160 W 8th St,Los Angeles,CA,90005,5.0,7,7.25
733,Kombu Sushi,(323) 663-1048,3719 W Sunset Blvd,Los Angeles,CA,90026,4.5,5,7.56
734,Little China Restaurant,(323) 969-8838,3535 Cahuenga Blvd W Ste 107,Los Angeles,CA,90068,4.5,12,6.45
735,Shakey's Pizza Parlor,(323) 663-2145,5170 W Sunset Blvd,Los Angeles,CA,90027,4.0,17,NA
736,Meshuga 4 Sushi,(310) 271-5050,8948 W Pico Blvd,Los Angeles,CA,90035,4.0,16,6.93
737,Fresh Brothers Pizza Brentwood,(310) 826-0777,11740 San Vicente Blvd,Los Angeles,CA,90049,4.0,12,7.07
738,Billingsley's Restaurant,(310) 477-1426,11326 W Pico Blvd,Los Angeles,CA,90064,3.5,47,8.09
739,Simply Thai Restaurant,(323) 665-6958,1850 Hillhurst Ave,Los Angeles,CA,90027,4.0,14,6.89
740,Rincon Oaxaqueno Restaurant,(323) 957-2293,1544 N Western Ave,Los Angeles,CA,90027,4.5,15,6.07
741,Hunan Cafe,(323) 822-1208,7986 W Sunset Blvd,Los Angeles,CA,90046,4.5,13,7.94
742,Vespaio,(213) 221-7244,225 S Grand Ave,Los Angeles,CA,90012,3.5,174,7.75
743,Pa Ord Noodle Hollywood,(323) 464-2989,7075 W Sunset Blvd,Los Angeles,CA,90028,4.0,12,7.71
744,LA Burger Bar,(424) 278-1296,8581 W Pico Blvd,Los Angeles,CA,90035,4.0,26,7.7
745,Yakitoriya,(310) 479-5400,11301 W Olympic Blvd,Los Angeles,CA,90064,4.0,21,7.24
746,Musashiya Udon Noodles,(310) 208-5999,1049 Gayley Ave,Los Angeles,CA,90024,4.5,6,NA
747,Mitsuru Sushi & Grill,(213) 626-4046,316 E 1st St,Los Angeles,CA,90012,5.0,4,7.58
748,Atch-Kotch Japanese Restaurant,(323) 467-5537,1253 Vine St,Los Angeles,CA,90038,4.0,9,NA
749,Classic Thai Restaurant,(323) 478-0530,1708 Colorado Blvd,Los Angeles,CA,90041,4.5,14,6.28
750,Tamon,(213) 617-7839,328 E 1st St,Los Angeles,CA,90012,4.0,21,NA
